sentence,label
"有 新 的 爆料 说 ， 她 在 美国 的 人缘 也 不太好 ， 所谓 的 朋友 都 是 酒肉朋友 。 朋友圈 都 是 那种 学校 不好 的 纨绔子弟 ， 学习 好 的 孩子 都 不 待见 她 。
",n
"第一任 公开 的 男友 叫 xh ， 是 个 家里 很 有 背景 的 男网 红 ， 后来 被 甩 了 （ 八组 那个 楼里 说 的 ） 。 她 刚刚 公开 恋情 的 时候 ， INS 上面 很多 人 都 很 羡慕 她
",n
"sze 家境 不错 ， 开 的 车 是 阿斯顿 马丁 ( 300 万 人民币 左右 ) 。 ( 虽然 这么 说 很八婆 ， 但是 我 觉得 ， 她 和 sc 血缘关系 没有 那么 近 ， 最 多 就是 远房 表亲 而已 。 大家 也 知道 ， sc 从小 家境 不好 。 我 还 看过 天涯 爆料 贴 ， 说 sc 因为 穷怕 了 ， 经常 傍 大款 ， 有 一次 大款 把 咖啡 泼 在 她 身上 都 忍 了 。 已知 ， sze 家里 很 有钱 ， 如果 两家 关系 近 ， sc 不会 过 的 那么 惨 。 )
",p
"看 采访   性格 应该 不像 小孩子 了   她 说 自己 出国 读书   遇到困难 不会 和 父母 说   因为 太远 了 除了 担心 也 没用   只有 自己 解决   感觉 性格 应该 比较 硬 的 那种   不是 软妹
",p
"看 他 照片 就是 那种 完 很 开 的 有钱 女 …
",n
"干嘛 ？ 给 我 儿子 们 说 亲 的 吗 ？ 本 母亲 不 同意 哦
",n
"自 炒 滚
",n
"tf 不要 贴 sze 了 ， 人家 已经 签新 公司 了 ， 你家 高攀不上
",n
"瞎 炒 什么 ， 根本 互相 看不上 好 吧
",n
"她 有 男朋友 关 kk 什么 事 ， 八竿子打不着
",n
"干嘛 ？ 给 我 儿子 们 说 亲 的 吗 ？ 本 母亲 不 同意 哦
",n
"… …
",n
"儿子 们 娶 什么样 的 ， 我 都 不 同意 ， 我 儿子 得 打光棍
",n
"这 两人 看着 都 不配 吧   大宝 感觉 还是 少年 的 样子 ， szr 却 没有 少女 的 样子
",n
"所以 关 我们 什么 事 ？
",n
"关 我们 小 啵 屁事
",n
"说 了 一百个 女 的 也是 你 啵 高攀不上 ， 只能 配 zzf ， 别 给 人家 xjb 拉瓜 了 ， 自己 待 着 好好 卖腐 吧
",n
"都 特 么 什么 时候 了 还 关心 没用 的 人 ， 为了 争风吃醋 去 关注 假想敌
",n
"不 认识 ， 请 不要 倒贴 我袋 。 以后 红 了 再说
",n
"暂时 来看 不 相配 ， 宝宝 们 还 没 成年 呢 ， 本 麻麻 不准 ， 不过 娱乐 就是 个圈 ， 想到 以后 儿子 们 和 女星 网红 啊 交往 ， 老 母亲 还是 有点 舍不得 ， ～
",n
"楼主 怎么 像 天涯 上 的 一个 号 … …
",p
"镇楼 图同框 那张 ， sze 仿佛 一脸 嫌弃
",n
"干嘛 ？ 给 我 儿子 们 说 亲 的 吗 ？ 本 母亲 不 同意 哦
",n
"… …
",n
"儿子 们 娶 什么样 的 ， 我 都 不 同意 ， 我 儿子 得 打光棍
",n
"- - - - - -
",n
"你 儿子 那个 样子 ， 到时候 高不成低不就 ， 可不 就 得 打光棍
",n
"天 啊 ， 这女 的 还 在 八组 炒 啊 ？ 炒 了 多少 个 月 了
",n
"儿子 以后 会 成为 小 pk 吗
",p
"那 还 挺配 的 啊   dw 脾气 也 不是太好   这个 女孩子 长 的 还 可以 哦
",p
"和 dw 很配 啊 ， dw 脾气 和 她 对 上 ， 都 是 受 宠爱 目中无人 的 人 ， 谁 怕 谁 啊 ， 支持 xpx 开 话题 磕
",p
"好 啊 ， 希望 她 离 dw 越远 越 好 ！ 我波 还 不 稀罕 呢 ！
",n
"lZ 不是 lxs 吧 的 吗
",n
"她 的 团队 别 倒贴 boys 炒作 就 谢天谢地 了
",n
"老葛 今天 真的 突破 颜值 下限 了 … …
",n
"我 也 来 发 一个   宣传 图   嘻嘻
",p
"这 可是 媒体 怕 的 图 ， 死鸟 以后 可 不要 污蔑 别人 发黑 图 了 ， 干干 就长 这个 diao 样子 。
",n
"真的 是 葫芦 脸
",n
"邪教
",n
"词唱错 了 。 。
",n
"生日 祝福 没有 吗
",n
"干干 真的 是 太配 他 了 ， 他 一 年轻人 的 脸 咋 能 那么 干 呢 ！
",n
"有 直播 链接 吗   丸 丸 什么 时候 出来
",p
"今天 明明 比 以前 好看 多 了
",p
"一个 令人 心酸 的 boy
",n
"钱包 太 努力 了 ， 为了 生日会 旰食宵衣 ， 这 TM 是 怎么 做到 得 ？ 【 图片 】 【 图片 】
",p
"。 。
",n
"工作室 皮下 谁 啊 怎么 又 下作 又 文盲
",n
"继续 更
",p
"啥 ， 他 唱 了 喜剧之王 ？ ？ ？ ？ ？ ？ ？ ？ ？ ？ ？ ？ ？ ？ ？ ？ ？
",n
"服装 造型 怎么 看着 这么 廉价 的 感觉
",n
"这么 多套 衣服 就 没 一件 好看 的
",n
"深切 感受 到 了 唱功 （ 什么 gui … 舞蹈 还是 比较 真诚 …
",n
"这张 58 岁 的 脸
",n
"钱包 换 了 几套 衣服 了 呀 ? 为什么 就 没有 好看 的
",n
"易颜难 尽
",n
"造型师 谁 ? 这 水平 也 太差 了 吧
",n
"唱歌 没有 起伏 ， 听 了 原唱 ， 觉得 不是 同一首歌 。
",n
"团饭 和 死鸟 拍 的 现场图 ， 已经 是 找 的 最美 的 了 ， 我 尽力 了 。
",n
"好 老 的 脸
",n
"操 * * * * * 哦 别人 生日 的 时候 小鸟 怎么 不 积德 啊 ， 这是 报应
",n
"是不是 有个 前线 jj 穿 的 还是 和服
",p
"这身 好 清爽 ， 感觉 自动 带 了 日系 滤镜
",p
"太好了 ， 颜值 不错 ， 衣服 好看 ， 穿 的 墨绿色 的 有点像 日本 的 衣服 风格 啊
",p
"这个 绿色 条纹 我 以为 是 广告 造型 呢   原来 是 私服 啊
",p
"想 看 广告
",p
"清爽 ， 这 私服 很 不错 啊
",p
"好 想 把 军绿色 那套 搬 过来 ， 忍住 … … 实在 太 好看 了
",p
"zzf 这个 发型 … …
",n
"爆料 一直 说 的 是 和 wjk
",p
"绿绿 哒 dw 跟 绿绿 哒 zfmm 更配 哟
",p
"继 hmq 又 一位 固定 女主
",p
"看饼 楼 lz 爆料 博 下面 的 评论 ， 太 搞笑 了 ， 帝国 真得 是 小学生 太 多 。
",n
"xw 这日系 boy 的 feel ， 清新自然
",p
"不愧 是 oppo 这次 所有 主角 衣服 都 是 绿色 系 ?
",p
"之前 RB 跟 CWT 的 OPPO 广告 三月 拍 ， 五月 才 上线 ， 啵 的 不会 也 要 等 这么久 吧
",n
"不 知道 oo , xk 有没有 去逛 吃玩 ， qq 但是 被 偶遇 了
",p
"qq 穿 得 像 流浪汉
",n
"日本 团队 色调 会 比较 美 吧   我 真是 受不了 韩系 打光 了 太 油腻   希望 以后 多多 和 女孩子 互动 拒绝 三 傻 并肩 黑暗 无边
",n
"再 踢 一脚 无关 的   zfmm 上 一周 一直 在 日本 旅游   看 她 微博 照片 日系 写真 风格 美死 了   希望 我们 男孩 也 出去玩 拍 几张
",p
"所以 dw 是 和 zf 妹妹 一条 剧情 线 ， xw 是 和 wjs 前辈 一条线 ， 可能 是 父子 ？       干 玩儿 得 好开心 ， 羡慕
",p
"xw 是 和 wjs 拍 啊 ， 开心 我 还 挺 喜欢 wjs 演 的 戏 的
",p
"...... 能 把 小 清新 霓虹 拍 成 影楼 风棚 拍 ， 俊凯 眼里 的 世界 拍出 的 照片 暴露出 他 毫无 内涵 ， 基本 审美 … … 所以 到底 是 怎么回事 ？ 我 记得 有 一年生 日会 他 手机 的 照片 还是 可以 看 的 ， 如今 … …
",n
"没有 楼下 说 的 那么 夸张 吧 就是 色彩 饱和度 很 高 ， 很 动漫 风 。 。
",p
"你 也 太 心狠 了 kk 都 瘦 的 铲 铲 心疼 死 了 你 还 让 他 减肥 去死吧
",n
"gg 不 化妆 真是 不能 见 人 了
",n
"不想 p   dw ， 他 最 失败 的 就是 眉毛 ， 倒八字 ， 啥 审美 ， 真是 气死
",n
"干干的 “ 路人粉 ” 说 就 爱 他 的 男人味
",n
"… …
",n
"我 g 美得 模糊 了 性别 ， 谢谢
",n
"最黑 的 p 的 最白 ， 声音 最好 听 的 给 你 加速 变声 ， 🐶 屠 还是 一如既往 的 宠爱 主推 ， 铲 铲 不要 总是 和 土 🐶 打情骂俏 了 看 的 太 恶心 了
",n
"嘴巴 没 p 好 是 我 的 错 ， 倒八眉 p 成平眉 好看 多 了 ， 脸 我 觉得 有点 长 ， 所以 把 中庭 拉短 了 点
",n
"嘴 … …
",n
"可怜 的 gg … …
",n
"哈哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 这 审美 怪不得 饭 你 爱豆
",n
"说 你 是 大叔 你 还 不 承认 ， 你 看看 你 p 的 ， 哪个 女生 会 把 图 p 成 这样 。 。 。
",n
"不忍 直视 这个 组合 ， 三个 人 三种 画风 ， 幸好 现在 单飞 了
",n
"不看 嘴 了 ， 我 觉得 我 上半 部分 p 的 顺眼 多 了 有没有
",n
"截掉 也 能 自动 脑补下 半张 脸
",n
"不 知道 螃蟹 们 能 不能 忍 ， 我 都 快 不能 忍 了 。 。 。
",n
"这 确实 有点 坑 了
",n
"我千 还是 糙糙 的
",n
"gg 真的 没救 了   太 伙夫 了   没有 p 图师 就 现原形 了
",n
"* * 还给 自己 爱豆 搞个 韩式 平眉 ， 真是 小 公举 惹
",n
"有 视频 地址 么
",p
"摸摸 你 的 良心 ， 这 怎么 夸得 下 口
",n
"韩式 平眉 万无一失 啊 ， 你 看 那个 倒八眉 ， 露 额头 的 时候 真的 很丑
",n
"那 用力 的 表情 ， 感觉 某人 的 鼻子 下 一秒 就 喷出 火来
",n
"像 吗
",n
"emmmm 好久没 见 右边 俩 现在 长 这样 了 ？
",n
"你们 不是 说 dw 眉毛 是 做 的 韩式 半 永久 吗 ， 可能 不好 改 吧
",n
"仨 人 长相 特点 越来越 明显 ， dw 的 倒八眉 下 嘴角 刻薄 脸 ， xw 看起来 就 很 性格 好 善良 好 接触 ， gg 很 朴实 敦厚
",n
"底子 好 哈哈哈 哈哈
",p
"蓝海 预定 了
",p
"星源 是不是 跑 了 重大事件 总是 不 出现
",n
"产 的 那么 多 地方 够 挂 马 … …
",n
"xy 压轴 吧 ？ 不能 让 品品们 失望 哦
",p
"产 这次 大灯 幅 却是 最 多 ， 还是 领跑 选手
",p
"品 的 也 还行
",p
"鸟 也 不错
",p
"团 也 努力 了
",p
"岛 ： emmmmmm 坝坝 已经 放弃 他 了
",n
"海贼 w 是 橙色 ？ ？ ？ 很 满意 了
",p
"岛 这次 能 超过 30 人嘛
",n
"我来 截图 发吧   901 一米 灯幅
",p
"这 只是 帕特 万
",p
"岛 这次 能 超过 30 人嘛
",n
"____ （ （ （ （ （
",n
"不好意思 别酸 了 ， 300 都 不止 好 吗 ？
",n
"岛 这次 能 超过 30 人嘛
",n
"____ （ （ （ （ （
",n
"不好意思 别酸 了 ， 300 都 不止 好 吗 ？
",n
"- - -
",n
"能 有 三百 人 ？ ？
",n
"k 官博
",p
"岛 这次 能 超过 30 人嘛
",n
"____ （ （ （ （ （
",n
"不好意思 别酸 了 ， 300 都 不止 好 吗 ？
",n
"。 。 。
",n
"你 里 岛 是 要 使出 洪荒 之力 嘛 期待 哦 ！
",p
"产 这次 带进去 就 蓝海 盛世 了
",p
"产 后援会 ， 等 拍 很多 内容 略
",p
"鸟 的 一个 站子
",p
"哇塞 感觉 阿产好 努力 是 要 一雪前 耻 吗
",p
"鸟 的 美工 好 简洁
",p
"本帖 比较 注重 灯幅 啊 ， 当然 有 创意 的 应援 点 也 会 注重 的 哈
",p
"我来 几张 品 的
",p
"图糊 了
",n
"真的 好 拼 ， 其实 灯牌 还是 挺 挡 着 后面 的 人 的
",n
"没有 灯牌 ， 挺萌 的
",p
"只能 先 看看 斗破 播出来 是 什么 大致 的 效果 了
",n
"怎么 悄无声息 的 就 已经 开始 演了
",n
"哈哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 骚 操作
",p
"没有 什么 比 蒸煮 下场 好玩 了
",p
"就 只有 水楼 了
",p
"卡卡 早 啊 ！ 该 起床 啦 ！
",p
"你 太 早 了 吧
",p
"今天 星期五 ， 开心
",p
"到 橙皮
",p
"今天 和 朋友 去 景点 玩
",p
"我 还 挺 喜欢 ryn
",p
"为啥 还 没有 定妆 照
",n
"一个 综艺 为啥 有 三个 多 小时
",n
"我 想 看 wy 三个 小时
",p
"这 节目 太长 了 ， 不感兴趣 了
",n
"贴 吧 是不是 要 完蛋
",n
"又 出 故障 了
",n
"最近 辞职 这 几天 特别 自 在 ， 吃饭 睡觉 遛鸟 养花 种菜 ， 没事 逗逗 猫 遛 遛狗 ， 虽然 天气 很 热 ， 但 水果 当季 的 很多 ， 特别 馋 ， 买 了 好多 吃 了 好多 ， 提前 步入 中年人 生活 了 ， 如果 不是 爸妈 催 我 ， 不然的话 ， 真想 当个 米虫
",p
"我妈 知道 我 喜欢 tf , 老说 我 这么 多个 还 喜欢 小屁孩 ， 昨天 刚好 看 了 一集 钱包 的 熟悉 的 味道 ， 说 要 我 向 他 学习 ， 多 吃苦 ， 数落 我 一大 推 ， 还要 给 我 报名 拳击 培训班 ， 我 … … … … 做错 了 什么 ~ ~ ~
",n
"又 去 看 了 想 唱 ， 声音 得天独厚 ， 我 还是 最 喜欢 他 唱歌 ， 想 让 他 完完全全 的 接受 音乐课 训练 ， 喜欢 过 的 歌手 现在 都 超过 了 五年 ， 最长 的 10 年 ， 很长情 了
",p
"好久没 来 贴 吧 了
",n
"小屁孩 儿太 好听 了 ， 这期 我 想 和 你 唱 也 top
",p
"多 参加 音乐节目 吧
",p
"每天 都 想 早睡 来 着 ， 结果 每天 都 熬夜
",n
"突然 在 想 ， ljj 为啥 不 收 徒弟 呢 ， 不是 小圆 可以 去 申请 一下
",p
"活 得 纠结 容易 神经质 ， 这点 我 深有体会
",n
"听闻 岛民 走 zz 了 是不是 真的
",n
"能 不能 水到 12 级
",p
"这 ， 太 他 妈 打击 人 了 8
",n
"在 逛 别的 贴 吧 的 时候 看见 的 好 伤心 啊
",n
"脱饭 1128 秒
",n
"另 一个 谁
",p
"这人 黑 历史 被 扒 是不是 又 是因为 四字 有 个 好 爹
",n
"切 ， 芊芊 又 不靠 颜值
",p
"哈哈哈 哈哈哈 哈哈哈
",p
"心肝 的 盛世 美颜 岂 是 凡夫俗子 可以 比 的
",p
"只能 说 干命 好
",p
"前面 这个 是 谁 ？ ？ ？ ？ 好帅 * * 是 真帅 呀
",p
"前面 这个 确实 帅
",p
"儿子 和 老爸
",p
"… …
",n
"看帖 的 时候 就 来 了 这个 ， 新浪 简直 要 气死我 才 肯 罢休
",n
"这是 zx 艺考 时 的 图 ？
",p
"天呐 ， 颜值 对比 强烈 啊 ！ 帅 的 这个 有点像 小 时代 里 的 陈学冬 的 哥哥
",p
"左边 谁 啊 ， 真 TM 帅
",p
"肝 吃 藕 就算 了 ， 还 矮
",n
"前面 的 小哥 完全 碾压 啊
",p
"马夫 丑受 整容 梅毒 人妖 丑干
",n
"我 笑 了
",n
"前面 那位 小哥   眼熟 啊   渣 男马浩东 ？
",n
"这种 图 应该 很 好 截 吧
",p
"这 也 太 。 。 路人 都 不如 ， 吃 藕
",n
"哈哈哈 哈哈哈
",p
"这种 男 的 广州 大街 满路 都 是 ， 切
",n
"前面 那个 小 哥哥 有点 帅 的 样子
",p
"你们 眼睛 都 是 有 问题 的 吧
",n
"还 挺配 的
",p
"sze 这张 表情 挺 搞笑 的 ， 感觉 是 一个 很 成熟 的 女孩
",p
"讨论 半天 所以 sze 是 谁
",p
"不要 倒贴 麻袋 ， 天天 在 养鸡场 安利 还 没 炒够 吗
",n
"bz 爆料 ？ 不会 是 团队 自爆 吧 。
",n
"等 十六岁 一播出 ， 再 出个 tf 粉 攻击 她 的 通稿 ， 路人 和 黑粉 一看 ， 哇 ， 脑残粉 ， 人家 白富 美看 得 上 你们 掏粪 男孩 。 又 有 热度 又 有 口碑
",n
"我 对 楼主 好 熟悉 啊 ， 就是 想不起来 什么 事 了
",p
"为啥 现在 团队 都 喜欢 先放 黑料 自 炒 再 洗白 ？ 唉 : - (   想红能 不能 换个 方式
",n
"娱乐圈 这种 风气 要不得 啊 ， 都 想 速成 ， 不惜 自黑
",n
"艹 ， 刚看 完 这 贴 ， 一 打开 ty
",n
"在 友谊 吧 开 了 一个 贴 扒 sze ,   结果 立马 被 删帖 + 封号 ， sze 买 了 不少 水军 啊
",n
"看着 脾气 就
",n
"没有 少女 气质 ， 毕竟 网红风
",n
"小 太妹 既视感
",n
"这贴 的 存在 意义 是 什么
",n
"这 两人 通稿 那么 多次 ， 都 没有 水花 ， 麻烦 换人 炒 吧 。
",n
"有 男朋友 还 捆绑 dw 炒作 ， 这 人品 ， 呵呵 呵
",n
"楼主 ， 你 是 公司 人 吧 因为 SZE 不听话 恼羞成怒 了 ？
",n
"这贴 为什么 一直 飘着 ？ 没 兴趣 ， 别来 炒 了
",n
"还 在 炒 这个 ？ 不 晓得 楼里 说 倒贴 的 哪来 的 优越感 ， 表示 并 不 认识 这 人 ， 也 不 知道 她 怎么 和 我 啵 扯 上 的 … …
",n
"有点像 zbz 其实 ， 除了 嘴 ， 挺 漂亮 的
",p
"真的 绝 了 ， 他 真的 没有 少年 感
",n
"为什么 这么 土 ， 到底 是 衣服 土 还是 人土 ， 真的 好土 呀
",n
"史诗 级 吊粉
",n
"这个 如果 太 吓人 了
",n
"哈哈 ， 真心实意 的 祝福 来 了 祝 我们 心肝 保持 容颜 ， 不要 在 变 老 了
",n
"我 就 想 问 这场 衣服 谁 赞助 的 … …
",n
"对比 一下
",p
"放 了 祝福 视频 ， 四五个 美国 录歌 工作人员 ， 陈 正道 导演 ， 两个 现在 一起 拍戏 的 演员 ， 剩下 是 tf 二团 ， 之后 是 他 自己 的 宣传片 ， 不 知道 后面 还有 没有 祝福 视频
",p
"生日 祝福 来 了 ， 就 练习生 和 几个 音乐 制作 人 ? 两分钟 的 视频 练习生 的 时间 占 了 一半 还 多
",n
"看 logo 鸟鸟 自己 拍 的 有 七 三分 吗 。
",n
"你们 永远 是 我 最蠢 最肥 最丑 的 纸鸟 ， 我们 一起 去 营销 全世界 哟 。
",n
"发太多 了 ， 跨 一下 。
",n
"队友 什么 时候 出来
",p
"怎么 纸鸟 自己 拍 的 也 那么 辣眼 ， 真的 是 审丑 癖 团体 吗
",n
"qq 的 生日 祝福 没有 一个 ylq 明星 吗 ？
",n
"我 保证 这是 视频 截图 ， 他 的 鼻子 👃 怎么 了
",n
"gg 这 鼻尖 是 垫 假体 了 吧
",n
"一个半 小时 了 ， 我们 dxw 什么 时候 来
",n
"这 一套 是 真的 地摊货 还是 他 给 穿 出 问题 来 了 ？
",n
"。 。 。 。 。
",n
"这牌 。 。 。 干干 家 打 得 稀烂 。 。 。
",n
"按 xw 的 时间   最后 半个 小时 出来
",p
"比 今天 的 葛 老师 丑 的 永远 是 明天 的 葛 老师 ， 怎么 可以 丑成 这样
",n
"我 在 上班 … … 我 被 你们 勾起 了 好奇心 … 这 直播 是 个 什么 效果 …
",n
"这些 衣服 有 大牌 吗 ？ 有 的话 为 大牌 默哀 一下
",n
"丑干 为啥 不 染红 的 ， 燃紫 的 了 ？
",n
"为 大牌 默哀 ， 为 纸鸟 默哀
",n
"他 说 自己 是 高 二 吗 ？ ？
",n
"生日 过后 鸟鸟 应该 会大 撕 工作室 ， 反正 工作室 快换 了 ， 还 可以 虐虐 粉
",n
"我 看 微博 有人 吐槽 他 说 高二
",n
"生日 过后 鸟鸟 应该 会大 撕 工作室 ， 反正 工作室 快换 了 ， 还 可以 虐虐 粉
",n
"… …
",n
"you   get   it 等艳玲
",p
"认为 霓虹 就是 小 清新 太 可笑 了 吧 ， 夏天 的 霓虹 是 浓烈 的 ， 就是 这样 色彩斑斓 的 的 呀 。 最 喜欢 的 是 东京 塔 的 两张 ， 最后 的 夜景 应该 是 六本木 hills 上 拍 的 吧 ， 拍得 很 好 了
",p
"1.2 . 3   特别 是 第三张 我 觉得 拍 的 很 好
",p
"这 什么 动画 ， 你 的 名字 ？ 是 有 传说 当时 dw 和 gg 一起 去 看 的 吧
",p
"好 吧 ， 我 相信 xk 是 看过 你 的 名字 了 ～
",p
"有 外景 ！ ！ ！ ？ ？ ？ 真棒
",p
"你 的 名字 。 。 一起 看 电影 。 。 哟 哟 ， 切克 闹
",p
"太久 没 关注 了 ， 啵 几个 现在 在 哪里 啊 ？ ？ 为什么 xw 在 中国 dw 在 日本 ？ ？ ？
",n
"有点 虐心
",n
"怎么 没有 GG 的 造型 图 3 - 1 = 0
",n
"所以 。 。 。 。 我 到底 应该 嗑 凯子 还是 凯千
",p
"所以 DW 跟 ZF 线 的 广告 剧情 跟 你 的 名字 有关 ?
",p
"楼主 这楼 糊 了
",n
"如果 zfmm 真 和 某个 啵 成 了 ， 想来 还 真是 有趣
",p
"图 都 好好看
",p
"只有 我 一个 人 在 想 怎么 带进去 吗 ！ ！ 我特 么 一个一米 的 灯幅 都 觉得 硬邦邦的 不好 塞 ！ ！
",n
"能 全部 带进去       挂上去 才 是 真的 nb       不然 也是 * * b     各家 的 能 挂 一半 的 灯幅 都 不错 了
",p
"为什么 不贴 上射 飞镖 和 带枪 应援 ， 多 新颖 ， 谁 也 比不上
",p
"问下 是 每家 应援 3 只 ss 都 有 赞助 零食 吗 ？ 好多 站子 有 吃 的
",p
"别酸岛 没人 去 了 ， 正主 无意 一个 小 互动 ， 半场 皆 岛 。
",n
"看看 团 的
",p
"集齐 六家 了 ， 我们 软妹币 呢 ？ yk 吧 都 有 灯牌 了 ， rmb 没有 不合理 啊
",n
"橙 跟 红 有 什么 区别 呢
",n
"色盲 菜治好 了 ？
",n
"我 记得 去年 有 几家 灯幅 是 前一晚 运 进去 的 吧 ？
",p
"一路 下来 ， 要么 图是 糊 的 ， 要么 就 截 半截 ， 强迫症 受不了
",n
"还是 帝国 666 ， 才 三个 人 各种 大 属性 就 七个 ， 加上 几种 小 属性 好 神奇 。 另外 rmb 的 灯牌 是 银白色 ?
",p
"岛民 散粉 ， 7 × 1.5 。
",p
"岛民 散粉 ， 25 个 图示 灯牌 。
",p
"看 今年 岛 有 了 没 人权 的 刺激 ， 应援 都 积极 起来 了 ， 也 安排 了 夜排
",p
"我 不爽   mrq 能红 起来 。 宁愿 岛民 一直 红 下去
",n
"ky 依然 强势 cp ， 团团 也 今年 很 不错
",p
"rmb 就 一个 灯牌 真的 太吃土 了 吧 ， 随便 一个 人 都 能 买 个 吧 ， 咋 rmb 就 一个 人去 ？
",n
"骑士
",p
"好多 大灯 牌 ， 来 看看 哪里 可以 挂 起来 吧
",p
"所以 说 夜排 至关重要
",p
"帝国 大战 从 十号 拉开序幕
",n
"夜排 太 夸张 了 我 做不来 我要 睡觉
",n
"夜排 太 夸张 了 我 做不来 我要 睡觉
",n
"- - -
",n
"不夜排 怎么 抢 栏杆 运灯 幅 啊 ， 除非 买通 保安
",n
"看 一下 占 的 应援 地 吧 ， 只 找到 凯 ， 🐦 两家
",n
"鸟 的
",p
"现在 就 开始 了 ， 不过 还是 人 在 哪里 游泳 ， 用 笔画 上 不 可能 站 的 上
",p
"帝国 抢位 大站 已经 开始 了
",n
"鸟和产 已经 率先 抢 山头 了
",n
"另一家 很 早就 画过 了
",p
"想 说 一下 我 对 这里 和 爱豆们 的 看法
",p
"现在 大概 已经 脱粉 了
",n
"大概 我 是 和平主义 … … 只是 突然 想 说 一下 我 追星 的 心路历程 之类 的
",p
"第一次 知道 是 13 年底 ， 嗯 我 就是 个 肤浅 的 颜饭 ， 当时 觉得 小 的 特别 可爱 就是 我 特别 喜欢 他 那 张脸 ， 侧脸 ， 当时 感觉 真的 理解 了 什么 是 “ 从画 中 走 出来 的 ” 。 然后 就 去 追 小 短句 ， 看 拍 得 乱乱的 自制 小 综艺 ， 越发 觉得 好 可爱 呀 ， 当时 对 cp 虽然 还是 吃 的 ， 但是 大 的 不怎么 符合 我 的 审美 … … 就 在 那 时候 真的 是 肤浅 的 颜饭 ， 和平 的 初期 饭 … … 只会 说好 可爱 呀 好萌 啊 的 那种 。 对 实力 真的 不 关心 ， 说实话 觉得 偶像 只要 可爱 就行了 ， 所以 后来 看到 分析 小朋友 早期 主持 实力 的 帖子 觉得 很 惊讶 。 那么 小 的 小孩 还要 被 评论 啊 。 虽然 主持 也是 不 专业 ， 但是 觉得 那才 是 萌点 。
",p
"后来 我 也 不想 说 这件 事 … … 是 被 一个 gay 推入 cp 坑 … … 那 就 开心 地 吃 cp 了 。 因为 我 自己 是 … … 对 谁 都 很 温柔 然后 大家 都 会 跟 我 玩 的 人 ， 就是 我 很 被 信任 ， 大家 有 什么 秘密 都 会 跟 我 说 。 那 时候 我 就 发现 了 ， 我 觉得 这种 八卦 啊 秘密 啊 什么 的 听 得 很烦 。 我 不感兴趣 。 我 觉得 听 着 很 痛苦 。 我 不 知道 女生 是不是 都 真的 很 喜欢 听 八卦 ， 但是 我 就是 不 喜欢 听 ， 所以 也 没有 进入 大家 的 小圈子 。 感觉 就是 虽然 都 接受 我 ， 喜欢 我 ， 但是 没有 特别 亲密 的 朋友 。 一个 人 还是 很 怕 孤独 的 。 那 时候 觉得 cp 很 暖 ， 不是 什么 人设 ， 什么 恋爱 感情 ， 就是 觉得 有人 能 陪伴 在 身边 ， 单单 这 一点 就 很 让 人 羡慕 。 我 很 渴望 亲密关系 ， 美帝 cp 满足 了 我 的 幻想 。 但是 从 最 开始 我 就 发现 这 对 cp 有 一种 不 平衡感 。 就是 一方 被 打压 被 牵制 的 感觉 ， 可能 你们 会 说 弱 受 强攻 吧 … … 但是 有时候 看着 有点 让 人 痛苦 。 这 都 是 我 的 个人 想法 ， 可能 跟 真相 根本 都 不 沾边 。 但是 但是 只是 觉得 那种 紧密联系 在 一起 的 关系 很 暖 ， 是 我 向往 的 那种 亲密关系 。 （ 这 一切 可能 都 只是 我 对于 爱豆 的 想象 ）
",n
"大概 算是 开始 饭爱豆 了 … … 以前 也 浅浅 饭过 ， 可能 喜欢 开闭 系 ， 但是 日本 人 其实 说话 都 挺 温柔 的 ， 那边 的 饭 圈 我 不 了解 ， 但是 表面 上 看 都 很 和平 。 我 其实 一直 不能 算 混 了 饭 圈 … … 就是 打打 榜 ， 买买 专辑 ， 抢 抢票 。 所以 更 多 看 的 是 爱豆 个人 ， 没 怎么 看饭 圈 。 对于 个人 我 觉得 14 年 15 年 的 小 的 特别 戳心 。 就是 感觉 他 总是 畏畏缩缩 的 ， 讨着 大家 的 欢心 。 虽然 是 主持人 的 素质 吧 ， 但是 感觉 其实 其他 场合 也 这样 。 另外 一个 头发 总是 乱乱的 小 主持人 就 没有 他 这种 气质 。 就是 太 懂事 了 一点 ， 性格 不是 很 幼稚 。 明明 还是 小孩子 。 然后 我 对 这种 好像 隐藏 着 什么 黑暗面 （ 可能 都 是 我 的 妄想 ! ） 但是 表面 上 表演 好 本职 ， 对 大家 都 笑 ， 装作 很 二 的 那种 ， 那种 人 ， 有 一种 被 吸引 的 感觉 … … 但是 很迷 这种 有点 弱气 ， 但是 不会 服弱 还是 好好 工作 的 感觉 （ ? ） 还是 可能 是 我 的 妄想 。
",n
